,emotion,text
5835,worry,Being dragged round Ikea this morning  Bad times!
5836,worry,@Nelley aww sorry boo. I haven't bought a printer in 4 years; my canon i900d is still making amazing prints. Have zero fisheye exp.
5837,worry,So ... Still finishing errands for a trip tomorrow morning where I have to be at airport at 6am.
5838,worry,@QueenofScots67 this is a little sad and I know I am new but no one has ff me yet
5839,worry,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight."
5840,worry,@monroejnicole Im goodie. I feel like we are so disconnected
5841,worry,arrives in mfk... With these potholes.. I foresee a wheel changing session. Hai no man
5842,worry,sneezing is never a good sign
5843,worry,@GuitarHeroDevs Why online one download this week?
5844,worry,*sigh* i always disappoint people who get in my way...  everyone .. i'm OUT.. i might disappoint everyone else here..
5845,worry,"@ajaedandridge  ummm...last night when I DM'd you, you said it was a &quot;good&quot; question."
5846,worry,@FLASxyBlck25 right now thats about all I can deal with  I work too much and I need my space! Most women dont offer that!
5847,worry,work suckd.. another closing nite with 30 dollars pockeded..  i need a new job
5848,worry,screw the fact you can't post LONG updates on twitter
5849,worry,@Miss_Thrifty eBay 10 mile rule not working for me.  Too many pairs of leather trousers being sold in Aberdeen. Will try next week.
5850,worry,"@NosliwEiggam hey, got your text sms. i plan on maybe just catching a flick tonight. last night was a wee bit too much for me"
5851,worry,Another night of not sleeping
5852,worry,"@tommcfly, @dannymcfly, @mcflyharry and @dougiemcfly i think you should come home now"
5853,worry,You guys dont get too drunk without me
5854,worry,@UltraSub Too much details !!!    (But glad he is better)
5855,worry,Morning tweeple! I'm a bit sneezy today
5856,worry,Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really wish I could give that to you! You so much deserve it.
5857,worry,what do u do when ur dads losing it mentaly and dosent remeber you
5858,worry,why am i up...i have to wake up at 7
5859,worry,@dylandersen I am lost. Please help me find a good home.
5860,worry,Hate be late
5861,worry,feeling like shit. hope its not swine flu or something
5862,worry,"Its friday and i'm sick, story of my life..."
5863,worry,how i wish the result IS true...
5864,worry,"@queeeniee Where's yummiest Pan Mee? For me it's behind Dance Center, Ipoh Garden South. and i miss it"
5865,worry,I still have a very depressed feline fuzzball...it's another trip to vet tmrw to see what can be done...worried doesn't even cover it
5866,worry,"@crunchybunny Sus Ate, I was so upset, I wasn't informed AT ALL. Turns out, they told Sarms and they expected her to tell me. Huff."
5867,worry,@MadamSalami pmsl @poo... We had crap everywhere too. But NO More. Love it. My wool stash today though
5868,worry,@anttoekneeeeeee with 14mph winds!!
5869,worry,@Rina_spn what's going on?
5870,worry,where has my sleep run off to??
5871,worry,@disquiet Business or pleasure? Will keep my eye out for anything. You're just missing a Moondog concert tomorrow night
5872,worry,Can't freakin sleep and i have a horrible stomach ache
5873,worry,@DavidAWatson link no worky-work
5874,worry,@kaybob23 too bad i dont have either
5875,worry,where is the sunshine...the only thing i see are clouds...
5876,worry,"@Rina_spn aww  sick? and i hate soup, too"
5877,worry,Wide awake. Wishing I wasn't. Damn nightshift routines. Got turned down for the job in Nashville  oh well ...
5878,worry,Homework day
5879,worry,In the emergency room with my cousin. She's got mad flu and can't walk or breathe.  Why are hospitals always so cold?
5880,worry,"@misstiffytaylor try having your best writing five years behind you  heh, it happens"
5881,worry,@Brizzers haha i agree lame....another thought  y are their concerts so expensive......that's kinda lame too
5882,worry,nt online &amp; mayb next week  if u havent voted pls do: http://bit.ly/hHigd
5883,worry,"@glassdahl: i'm more than willing to give him what he needs. XD but srsly, i also think he needs one soon."
5884,worry,Soooo full that im starting to feel sick
5885,worry,I didn't catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...
5886,worry,I don't know what to wear....
5887,worry,How sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...I'm so sad
5888,worry,working on my oral presentation and upset.........
5889,worry,#3wordsaftersex i think im bleeding.
5890,worry,i miss you soo much
5891,worry,"Thanks those who have clicked :p Well I think I did something wrong, it's still at 0 visitor, 0%.. maybe I need to reinstall everything"
5892,worry,i'm new!!!!! dunno whatta doo!
5893,worry,@MakeupGeek I am soo excited about your pasadena seminar...if only i can find the confermation email
5894,worry,"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya'll  I'll c u in 3.5hours, after nap"
5895,worry,This already feels like one of those days where I just won't be able to win.
5896,worry,why is it so hard to find good house events in the Sacramento area?
5897,worry,@fifitheconquero I was going to go to london for a week then had to change my ticket! I would have been there right now
5898,worry,@julsey I should be asleep  trying to be...
5899,worry,"Totally prepped for interview at 10, too bad twitter is off line..  - http://mobypicture.com/?onewzs"
5900,worry,In bed can't sleep .... Something is missing.....
5901,worry,"actually, i think i'm being mean to her....i feel sorry now"
5902,worry,"@Ozalina It's been fine for me for like, a week, but now it just won't load."
5903,worry,Can't sleep....restless mind! Agh
5904,worry,"@demios101 oh, sorry to hear about this too  sad"
5905,worry,My mock ACET scores have shown me that I am doomed to fail not because of ignorance but because of stupidity.
5906,worry,"Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!"
5907,worry,"The horror that is Maggie Gallagher is still with me. Such a big ball of ignorance. You can't reason with idiots like that, which sucks."
5908,worry,Can't sleep bc I know I have to be up early !
5909,worry,I'm bummed that I didn't get TEDx tickets
5910,worry,@niteskolar Now you only have 2 hours to sleep...  - Rest if you need it.
5911,worry,DANG! I just ran over a bunny on the way home.  Why do I feel so bad? And Why do I have more compassion for animals than I do humans?
5912,worry,@yourmajestyy haaaw..well i get out of class at 10:50..i hope i make it
5913,worry,I also shall be missing Lauren when she goes for a week
5914,worry,mayb he was raped when he was younger
5915,worry,I'm tired. I think I'm becoming too old to go out.
5916,worry,Back in Durham from Greensboro but Cook-Outs closed.  hmmmm....
5917,worry,says God please i hope it doesn't brownout...i'm burning my files  http://plurk.com/p/wy5za
5918,worry,"Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed"
5919,worry,http://bit.ly/ZGuQP  What would happen if the Bees died?
5920,worry,@Jinsing what Brody how dare u
5921,worry,"has tummy pains  n woke stu up for a drink in the middle of the night, I don't remember it"
5922,worry,"@karinb_za its not fruit, its those sugar covered sweets. My tummy is not happy"
5923,worry,I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you
5924,worry,Is anyone's #visialvoicemail working. Have done the sync. Turned off &amp; on. But still not going  Help?
5925,worry,"Ready, Set.... hmmm DELAY"
5926,worry,driving lesson then off to ikea with the mother and finally work. today is going to be wank
5927,worry,where's Jake??
5928,worry,"In work early, frustrating myself with my own work before I get frustrated with other work. Not much time for design today"
5929,worry,@NKOTBahamas2009 Aw it says the pic doesn't exist anymore
5930,worry,"@DreamnetFaith69 I will have spent my allowance at cybernet expo in SF by then  send me a dm with rates, tho, mayb cash flo bttr 4 me then"
5931,worry,hurt. done trying..
5932,worry,@HzNKzM i want cafe latteeeeeeeeeee
5933,worry,"I took my yearbook photo earlier at school, and I don't think that it will turn out great"
5934,worry,very malakas ang ulan. how will i go to fort
5935,worry,@dalzinho I was trying to back all her documents up but it wasn't playing along. its taking forever but am back at it again now
5936,worry,"holiday time | got my grizzly bears cd, bit it wont read  | adventures tomorrow | swine flu is scaring me | i still have a cold"
5937,worry,@daveoflynn Amen to that
5938,worry,i need to go out of office again.. i am melting..
5939,worry,I think i should go to sleep considering i hav to b up on 3hrs....
5940,worry,@david_tennant yes! Watching season 2 all evening.  Wish I could get BBC2
5941,worry,@dean_b if I drive home now I think I am breaking the laws?  Tooooooo many dranks.  Toooooo many. I am stuck in MF burbank.
5942,worry,"Caught up with apprentice last night, poor Howard, it was Lorraine's turn to go"
5943,worry,Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)ï¿½
5944,worry,@m8m1adym307 yea me too  lol
5945,worry,"#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap"
5946,worry,"@_refugee_ /me gets &quot;Your video will start in 15 seconds&quot;, Exiting to watch ... for minutes  #flash #linux #fail"
5947,worry,@fueledbyregret I walk to &amp; from work...about 25 mins...think that makes it worse   Improves once indoors tho.
5948,worry,@empemp: aiaahh.. poor u  tell ur mom already?
5949,worry,Oh my!...It's raining...I don't bring with me my umbrella..   baha na naman ngayun...for sure..
5950,worry,so cold
5951,worry,"I so don't wanna go outside, I don't have anything to do there  Maybe I will write later..."
5952,worry,My phone is dying ....
5953,worry,i miss the Soulja Boy dance...
5954,worry,Still not asleep. Ahhh  Wtf?!
5955,worry,new flat heads
5956,worry,omgeee that hurt like helll. finally got it back in. can't close it put the ball back in
5957,worry,Have been feeling very sick    had day off today... ARRRGH
5958,worry,I think I've forgotten to mention some people on my video
5959,worry,Hear @jonasbrothers full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn't 'tune in'
5960,worry,Trying to get some sleep but cant  i gotta wake up early for my doctors appointment too ugh!!
5961,worry,@VikkiJCapra Aw I left it at home  I do have some Travis or Coldplay though?  xx
5962,worry,Leaving in 25 mins to go to Latin revision class
5963,worry,getting stuck from visiting sites by rain
5964,worry,Busy.. Busy.. Busy.. :S Wont be on Ning for few days.
5965,worry,"My smartcard fell out of its holder when I was going home today. If anyone finds it, please tell me"
5966,worry,"@Redjotter no, but I will. It just seems such a cruel condition"
5967,worry,cupcakes gave me heartburn
5968,worry,Stayin over at dustins tonight... my car hates me!
5969,worry,"Has horrible toothache, and had only a wink of sleep  xx"
5970,worry,In trouble - I haven't finished reading Crow Road  Book Club's off for me today I'm afraid. Lazy mare.
5971,worry,wishing my days off were the same days that people wanted to party.
5972,worry,@capricious_and IKR. I myself am headed out for a meeting.
5973,worry,Been rebuilding my Dev. machine after a disk crash last night
5974,worry,@haylescakes Sis...I dont think I will be up 4 2nite sadly  Im in alot of pain 2day &amp; had bad nite...can we go out anotha week soon?xx
5975,worry,"I can't believe it's 9am and i'm awake, and i have to start getting ready soon. I hate the doctor's"
5976,worry,@ColeyRenee I miss you terribly
5977,worry,Burnt 3 of my fingers from trying to keep my hands warm over the rice cooker.
5978,worry,"@FireFly74 And most of us are going to be stuck in an office, some without windows"
5979,worry,"@T_A_R_A I was wondering where you were, how come you didn't twitter for a week? and yeah Adam withdrawal syndrome is real/not nice"
5980,worry,"@treasaint don't i know it, writing an exam essay this weekend myself"
5981,worry,is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up
5982,worry,"oh dear, I'm being followed by someone that claims to help you stay young  the end is nigh"
5983,worry,"uff - hard to get going today, up half the night with 6 year old son"
5984,worry,@3Easy Last week of July  Will you be up and at em by then?
5985,worry,stunning business cards! ashamed of mine  http://bit.ly/zpsQo
5986,worry,"@fuckbomb awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL."
5987,worry,gawd the rain is too strong
5988,worry,@thomasfiss ur gonna be missed you know  but i hope things will be better for you
5989,worry,is now going to see his very ill uncle on saturday and spend the night at his house as even more bad news has come up
5990,worry,"morning, still trying to find a babysitter, there is a creche at the gym so might leave him there, but just know he won't be happy"
5991,worry,I don't want to work tomorrow. I don't feel good. Haven't felt good in 4 days =/ My body needs rest but my mind won't slow down!
5992,worry,@ApDiggles That was a horrible day.
5993,worry,@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine
5994,worry,"feels very, very rough!"
5995,worry,"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow shit"
5996,worry,@shinyflash my plans might have just gone out the window too  bit gutted.
5997,worry,can't go to sleeeeeep  whyyyyy
5998,worry,Maybe I'm lacking in Friday feeling cos more of my trousers won't go on  Thunder thighs!
5999,worry,I have a broken wrist
6000,worry,the @collegedems 2009 convention ( http://tr.im/mLvw ) doesn't look that great this year  - going to vegas then sounds much more fun
6001,worry,@HellenBach then he has gone down in my estimation
6002,worry,I'm awake and can't sleep bc I'm feeling sick  yuck!!!
6003,worry,@allergymeds im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!
6004,worry,@arielleGore phaket.  what did anneliese want to do?
6005,worry,Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly
6006,worry,@wizofozgurl I think I'm going to be the only lame person to cry for Jay's last episode...lol... I wish I were able to go
6007,worry,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.
6008,worry,Wow.....I've been stood up  Might as well go to work.
6009,worry,@peacelovetylr Help i need the stalker police can you give me their number
6010,worry,@amandapalmer was there going to be a recording of with the needle that stings in her heart on youtube or something? i missed the stream
6011,worry,"@nikhilbelsare exactly the same problem i am having with pure classical music, i cant njoy it"
6012,worry,is scanning the pics all over again ..
6013,worry,"always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!"
6014,worry,is there a way to &quot;stabalise&quot; a shaky video in post production? I apparently have a very shaky hand.
6015,worry,That room will be an oven too
6016,worry,i have to go to the doctor... i don't want to... cause there i can wait sooo long...
6017,worry,@LycoLoco i'm not proud. but os x excels at video/photo editing where the pc lags so much behind.
6018,worry,Its 1:11am and both my girls are still up! .. im so tired ..
6019,worry,Internet is getting damn slow today..
6020,worry,Just missed my train
6021,worry,"@iprmktg Haaay are those the Kettle black joints???  I have them in black!!! Super dope, just wished they came in gold!!!"
6022,worry,"driving around for 3 hours going nowhere is not as fun as it seems, i missed my singing lesson"
6023,worry,You all have no Idea how badly I wish that I was at botcon.  Oh well! NEXT YEAR!
6024,worry,@illestnana me and my friend over here are disappointed we cant make it
6025,worry,"@MadamSalami i had to get the same sized jeans, i couldnt get my hips into the 14's"
6026,worry,cant believe i stay out this late!.....waking up for work in T-minus 4hours
6027,worry,@CNReilly I missed Match Game tonight    I hope I make it tomorrow night.
6028,worry,@jackfaulkner I forgot all of those people
6029,worry,cant take photos of Darling Harbour fireworks cause its raining  carried all my camera gear to work for nothing #fb
6030,worry,"just woke up, and my tummy hurts  there's always something wrong with me :S"
6031,worry,Seems like 60 min wait time  should I call the wife now
6032,worry,Not happy got a big choice to make
6033,worry,@Anne_A4L Hey Anne! I stayed up 2 try 2 arrange 4 some NYC Archies 2 get tix 2 the concert. Logged off @ 2.30 but only fell asleep @ 5am
6034,worry,@christineduggan we keep getting pet days  but i heard the weekend is to be fab !!! wedding how soon again ?
6035,worry,I don't know what this is all about  but I'm goin to sleep
6036,worry,"@SamerKaram but better hurry, so you wouldn't be labeled as copycats"
6037,worry,[BBC] Malaria parasites becoming resistant to drugs  http://trunc.it/9yn5 ~ this is really not good as Malaria affects so many people
6038,worry,Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn't such a good idea
6039,worry,@professorgreen &amp; you still are not following me
6040,worry,@Cleric20 Nope. Im hearing bad things.
6041,worry,My attempts at writing tonight seem to be failing.
6042,worry,"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk @DavidArchie away from the PC.."
6043,worry,ugh. I totally can't sleep.
6044,worry,@kpatthethird D; im sowwwy  urgh i feel bad &gt;.&lt; kkkkkkk so should i call you when i get 2 bullschitt?
6045,worry,@gulpanag unfortunately I choose sleep over gym almost everyday  trying to get over it!
6046,worry,@Danisidhe Wow - that's one deep sleep!  Wish I could sleep like that -one little noise and I'm awake
6047,worry,@cutiemoet i noe... bt i jus cant help it.....
6048,worry,@TwoOnTheBeat i wud do but im at work   srry xx
6049,worry,@kelleyrowe my internet just crashed  i will ttytomorrow.
6050,worry,@primesuspect  If only my writing wasn't so scrub.
6051,worry,gotta get up in a few hours...booo  gooodnight!
6052,worry,I miss my peanut gallery
6053,worry,@djain1989 yes .. thats a problem   #prism #fail
6054,worry,@dc493 sassafrass reminds me of rachel  i miss her
6055,worry,@mhall214  youre not supposed to...
6056,worry,"@AlexMaza thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn't emailed me or communicated n 4ever"
6057,worry,@dean_b BF @ gig in Portland OR.  That's not driving distance to come save me from Burbank. I stuck ATM.  Working on plan B
6058,worry,"@NikkiNoo1956 That's not good, sorry to hear that, where did he park it?"
6059,worry,is house bound with acute mumps  bad times.... whole day ov supernatural me thinks  x
6060,worry,"OK crowdsourcing failed,"
6061,worry,why have 3 people stopped following me  is it something I said??
6062,worry,My acid refulx is acting upï¿½probably the worst it's been in months. I don't think I'll be getting any sleep tonight.
6063,worry,i cant sleep ughh n i have registration tomorrow at 11 this suxs   *Shooting Star*
6064,worry,Oh no  I wanted to go to sea but today the sun is not here!  SIGH!
6065,worry,"@torilovesbradie definitely, or even just &quot;i'll call you&quot;, they never do  how was ur day? xx"
6066,worry,Guys i dont think chris loves me   he never show me attenition or affection   i think its time to end it.  What you think?
6067,worry,"@funhiguy Hi man, yeah I so wanna go, but I'm on Maui  #liloven"
6068,worry,"Installed office for Mac &amp; messed up all my fonts on safari, crap on a stick! help! can't even read the solutions online  #badmicrosoft"
6069,worry,I'm thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran-Cherry juice gone....  FML moment!!
6070,worry,@yin9shi what interview! leave me alone
6071,worry,i got a bruise on my foot out if nowhere!  it hurts!
6072,worry,finally graduation no more school ... im sick today
6073,worry,@BunnyLuv87 Sorry I didn't go  Jesus wasn't feeling it. And you know I can't see it with out my best bud. Well that movie anyways @Eexst
6074,worry,@afrocurl mark harmon just got shot on my tv
6075,worry,that was terrible...
6076,worry,Bug in damn cod4 system link. My map pack isnt working
6077,worry,"fuck, can't sleep.  feening for cigs. i'm horrible. :X"
6078,worry,@LoveisTrain it drained my energy
6079,worry,@taylorswift13 ....... i'm wondering if you're as awake as i am. ?
6080,worry,The test today was killer. I didn't even manage to finish on time.
6081,worry,"@pete too early I'm afraid  op to take screw out week Tuesday. The family will going off, I'll me looking fir that Guinness ;)"
6082,worry,"@KinanLW Wah, why are you sad?"
6083,worry,@mathewsanders boo! I must've deleted it from my phone!  can't find it in my emails either!
6084,worry,2 hours after teleconference. but can't go back to sleep. got some work to do. sigh sigh
6085,worry,@_hayles yer there must be-not sure tho-caught it off my brother but got it worse
6086,worry,my iMac's died  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply
6087,worry,"Leaving for Paris tonight. Trying to cram all my assignments for the week done in two days.   I think I'm half done, I hope."
6088,worry,it's almost comforting to know all LDN people not working on this beautiful day will get skin cancer.... I want out of this office now
6089,worry,red update: temp of 40+. Suspected infection. Antibiotics given. Appt tomorrow to check temp again. fingers crossed.  #fb
6090,worry,is having a hard time concentrating today.  Have to get it together!
6091,worry,"@JulieAdore I checked ULCA, they've got a program in producing, I'll be so much interested in. But...."
6092,worry,My neck hurts a lot.
6093,worry,dual reject ...  http://tinyurl.com/mfm7tl
6094,worry,Shit... It's 2am and I'm wide awake
6095,worry,"29 mei, missing my dad for over a year now"
6096,worry,@neg2led what's wrong?  maybe I can help?
6097,worry,I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  )
6098,worry,i thought payday was today but its on saturday  so happy hour wont be happening today lol...thank goodness its friday tho !!
6099,worry,Feeling sick the now
6100,worry,@NatashaTamara awwwwww....I know that feeling!!
6101,worry,agh! freaking out about going to Wales already! &gt;&lt; not packed!!
6102,worry,Raaaaaaaaaaagh early morning  and its not even early!! Must leave for work in 6 minutes...
6103,worry,he's ok dw but i think he's not  http://plurk.com/p/wybsv
6104,worry,Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along
6105,worry,The stars are out. Where were you when I needed you
6106,worry,@ashleeadams no wonder you hate driving and country roads and stuff
6107,worry,@maddysen ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???
6108,worry,"@ryankanno ack, no can see @mustheartdogs either.  and weird, these tweets are in my mentions, but not my timeline (oh wait, new Twitter)"
6109,worry,"33 minutes left before my flannel hobbit shoes get wet  RAIN, PLS GO AWAY!"
6110,anger,"When I had been obviously unjustly treated and had no possibility á
of elucidating this."
6111,anger,"When a car is overtaking another and I am forced to drive off the á
road."
6112,anger,When one is unjustly accused of something one has not done.
6113,anger,Friends who torture animals.
6114,anger,When my partner was attacked and lost three teeth.
6115,anger,"Unjust accusations directed at me and my way of acting, by á
someone close to me.  "
6116,anger,"When I heard on the radio that the football match in Belgium had á
ended in a catastrophe, and several people had died.  I could not á
 understand how normal people could behave in such a way."
6117,anger,"At my Summer job, nobody looked after me in particular and I had á
to learn all on my own."
6118,anger,When I spoke to Jan-Erik Wikstr÷m on the telephone. 
6119,anger,I locked myself out.
6120,anger,"At work, when an elderly man complained unjustifiably about me and á
distrusted me."
6121,anger,Mad at my dad.
6122,anger,When someone stole my bike.
6123,anger,When friends try to put me down or hurt me.  
6124,anger,When my boyfriend went away for a month long holiday without me.
6125,anger,"At a restaurant I observed how the gypsies tried to get money by á
cheating the foreigners i.e non Swedish speaking.  My anger had á
nothing to do with hatred against foreigners, but it was an á
expression of the anger I feel when I see people being used ."
6126,anger,"When I got caught in the pouring rain last Thursday and did not á
have a raincoat on me."
6127,anger,"When a colleague asked me for help at work, despite the fact á
that he had more time to do it than I had."
6128,anger,"The editor changed the heading of an article that I had written.  á
He considered the heading to be derogatory towards the person I had written á
about."
6129,anger,"On the T.V I saw a news feature on South Africa.  A policeman      á
attacked a group of black people with a whip."
6130,anger,"We were starting a student project, and the teacher we talked to á
was very negative and not very helpful."
6131,anger,Being treated unfairly.
6132,anger,"I was accused of having done something, which I hadn't and got á
very angry."
6133,anger,"I went to a lecture and once again it had been cancelled, this á
was the second time.  One had a negative attitude towards the á
lecturer.á
"
6134,anger,"In the holiday cottage of our association, two of my pals came to á
wake me up early one morning by bringing a radio played at the á
highest volume into my room - it was the morning service at its á
loudest."
6135,anger,"We were in a disco and the evening was not at all pleasant.  á
Despite my not knowing why, I was angry with my companion.  I let á
him feel my bad humour as I cannot hide my feelings."
6136,anger,"[ I sometimes quarrel with my mother because she blames me, á
though I have not in any way been connected to some events.]"
6137,anger,"Two boys whom I know were telling me, in an indecent manner, how á
they had teased a young and shy girl I know.  They had despised á
her conviction, scorned and touched her.  I got very angry and á
did not try to conceal it and gave it back to them."
6138,anger,"When my tennis match was interrupted because a kid cycled right á
into the court."
6139,anger,"I had a very heavy work load and two colleagues, whom I have á
nothing against, disturbed me by ""terror ringing"", i.e á
continously interrupting me by telephoning."
6140,anger,"When I was deputy manager during the Summer, certain deputies á
took liberties, more than what was normal."
6141,anger,"I reached the bus stop and realized that I had forgotten my bus á
pass."
6142,anger,When someone does something wrong which affects me negatively.
6143,anger,I saw a report on T.V news on apartheid in South Africa. 
6144,anger,The time when someone let the air out of the tyres of my cycle.
6145,anger,[ No response.]
6146,anger,When I missed the tram after having run for it.
6147,anger,"When I am accused of something I have not done, I get unbelievably á
angry."
6148,anger,Someone drove into my car and then denied that it had happened.
6149,anger,Quarrel in the family.
6150,anger,"My car had been towed away by the traffic police because it had á
been wrongly parked.  However the sign had been put up only after á
I had already parked."
6151,anger,"A colleague asked me for some advice and as he did not have á
enough confidence in me he asked a third person."
6152,anger,"When close relatives tried to dissuade me from studying á
Psychology because of its low status."
6153,anger,"My employer took too many aspirins for a bad back and also drank á
an enormous amount of spirit.  This was dangerous  and he did á
not understand that he had done anything wrong."
6154,anger,"The sports fishermen who catch gulls instead of fish with their hooks. á
  It is often a mistake but it makes me angry."
6155,anger,"When I found out that the guy I was dating at a particular time á
had a steady relationship going on with someone else for a long á
time."
6156,anger,"When, after a week at school, a teacher sent a note home saying á
that my son was inattentive and unable to do his lessons."
6157,anger,"When I was pointed out as a problem child in primary school and á
my mother took the teacher's point of view."
6158,anger,"When my parents drove me to a nearby place and went home á
immediately instead of waiting a few hours.  They could have á
easily waited."
6159,anger,"When we were in high school a few guys sometimes provoked a á
friend of mine.  They called her a pig and then grunted.  This á
irritated most of the girls.  Once, one of the girls got angry at á
my friend and said something nasty and this made me terribly á
angry."
6160,anger,"When my boyfriend sat up half the night playing computer games á
with a friend."
6161,anger,When my mother interfered in my life.
6162,anger,"When my father asked me if I was a communist, at the same time he á
made it clear that I should no longer see myself as his daughter."
6163,anger,"When my boss enrolled in a course to satisfy his own ends - to á
trample on his associates.  I have the misfortune to have one of á
my superiors in my course."
6164,anger,"When my friend, as usual, forgot the tickets at home for a á
performance.  We missed it."
6165,anger,"When I tried to explain to a plumber, face to face, that the á
toilet was broken and he did not believe it (it had been mended á
ten times)."
6166,anger,"When I read about Reagan's tactical decision concerning the á
South African boycott."
6167,anger,"Some noisy guests arrived at the hotel.  I had been slightly á
irritated earlier.  At night when I was trying to sleep they were á
having a party so I went and yelled at them.  I wanted to sleep á
as I had to get up early the next day."
6168,anger,"Recently when my sister, who is four years younger than me and á
very spoiled, shouted at my mother for no apparent reason .  The á
heart-broken expression on my mother's face made me feel very á
angry."
6169,anger,"On the way home from Marstrand I was driving behind my father's á
car.  Another car tried to push in front of my father and he was á
forced to swerve and he thus collided the car with a pillar.  The á
other car drove off without even seeing what had happened."
6170,anger,"In a course I thought that I deserved good marks but I only got á
ordinary marks with no justification as to why I was given these á
marks."
6171,anger,"When it became clear that a man had used many people sexually á
and psychologically, despite the fact that many people looked up á
to him.  I understood that one could not trust him and I was á
forced to hide this for a while."
6172,anger,"When after a lot of provocation my child threw a plate on the á
floor."
6173,anger,"When I was forced to call the telephone company about a bill á
concerning a disconnected phone belonging to my landlord.  The á
bill was four months overdue and in the meanwhile he had been á
using my phone, he seemed to have no intention of having his own á
phone reconnected."
6174,anger,[ After an examine I had been satisfied with.]
6175,anger,"Jealous of my husband's old girlfriend.  We met her with her á
husband and there was a lot of reminiscing."
6176,anger,Exchange of points of view with my sister on a family matter.
6177,anger,"At a cash desk where I had gone to buy 16 rolls of kitchen paper á
at a reduced price.  After queuing with screaming children; it á
turned out that I had taken two 8 roll packets instead of the one á
16 roll packet to which the rebate applied.  The assistant said á
""You will have to get it another time."""
6178,anger,"An unjust refree decision at a sports event when I was the team á
leader."
6179,anger,"A drummer who had borrowed my drums destroyed both the drumskin á
and the sticks.  He did not repair them nor did he tell me about á
it."
6180,anger,"When I told off a computer teacher who did not want to teach me á
beacause of prejudice."
6181,anger,[ No response.]
6182,anger,[ No response.]
6183,anger,When the morning newspaper has not arrived.
6184,anger,"When I argue with my boyfriend, I feel as though he feels á
superior to me."
6185,anger,"When during Winter the water pipes froze and we did not have any á
water for two days."
6186,anger,"When our religion teacher presented shocking sectarian thoughts á
and doom's day as official teaching."
6187,anger,"In the student kitchen that we share, somebody drank from my á
juice pot (one litre) so that I only got one glass out of the á
whole pot."
6188,anger,"I missed the train and had to wait for the next for two hours. á
For this reason I missed an appointment which had been very á
important for me."
6189,anger,"I was watching TV with a friend. After the first film I wanted to á
watch another film on the same channel. My friend switched over á
to the other cannel without asking me what I wanted."
6190,anger,"I moved to a flat. A friend who had lived there before, had left á
the flat in a terrible mess. I was very angry about that á
sloppiness and impudence."
6191,anger,"A friend suggested in a round-about way that the reason we were á
late for something was because of me, and that I'm often late. I á
know this was partly true, but felt it unjustified that á
particular time and I felt I couldn't do  anything about it á
anyway (i.e. being late)."
6192,anger,During a fight with my best friend.
6193,anger,"At my father's treatment of my mother, at his disregard for her, á
and not being committed to her."
6194,anger,"I told my boy friend not to park in a certain place because the á
car would ger towed away - he didn't listen and it was towed away. á
At that stage, our finances were below the poverty line & it á
cost us $10.00 - all the money we had to get us through that week á
(including rent)."
6195,anger,"Getting a terrible exam mark, which I couldn't understand the á
reason for, and trying to see a lecturer or tutor, but being á
given the runaround."
6196,anger,When a close relative is treated badly.
6197,anger,"When my father's new fiancee treats me like a child.  She does á
not trust me and constantly misunderstands me.  I get á
particularly angry when she says nasty things about my boyfriend á
with whom she works."
6198,anger,"My parents did not approve my choice of a boyfriend (now an á
ex-boyfriend).  He happened to be 13 years older than me and he á
was considered completely unsuitable for me.  IDIOT."
